leave_id,employee_id,start_date,end_date,type,status,days
L00907,E0143,2026-08-31,2026-08-31,vacation,approved,1
L00908,E0144,2026-01-12,2026-01-12,vacation,approved,1
L00909,E0144,2026-02-11,2026-02-11,vacation,approved,1
L00910,E0144,2026-02-18,2026-02-18,sick,pending,1
L00911,E0144,2026-04-23,2026-04-23,sick,approved,1
L00912,E0144,2026-05-05,2026-05-05,vacation,approved,1
L00913,E0144,2026-06-08,2026-06-08,vacation,approved,1
L00914,E0144,2026-06-30,2026-06-30,vacation,approved,1
L00915,E0144,2026-07-15,2026-07-15,vacation,approved,1
L00916,E0144,2026-08-12,2026-08-12,vacation,approved,1
L00917,E0144,2026-08-27,2026-08-27,vacation,approved,1
L00918,E0145,2026-03-30,2026-03-30,vacation,approved,1
L00919,E0145,2026-04-13,2026-04-13,vacation,approved,1
L00920,E0145,2026-06-12,2026-06-12,vacation,approved,1
L00921,E0145,2026-07-03,2026-07-03,vacation,pending,1
L00922,E0145,2026-07-09,2026-07-09,vacation,approved,1
L00923,E0145,2026-07-14,2026-07-14,vacation,approved,1
L00924,E0145,2026-07-28,2026-07-28,sick,approved,1
L00925,E0145,2026-08-28,2026-08-28,sick,approved,1
L00926,E0146,2026-01-05,2026-01-05,sick,approved,1
L00927,E0146,2026-06-30,2026-06-30,vacation,approved,1
L00928,E0146,2026-07-02,2026-07-02,vacation,approved,1
L00929,E0147,2026-01-12,2026-01-12,vacation,approved,1
L00930,E0147,2026-01-29,2026-01-29,sick,approved,1
L00931,E0147,2026-02-02,2026-02-02,vacation,approved,1
L00932,E0147,2026-03-27,2026-03-27,vacation,approved,1
L00933,E0147,2026-05-12,2026-05-12,vacation,approved,1
L00934,E0147,2026-07-06,2026-07-06,sick,approved,1
L00935,E0147,2026-07-28,2026-07-28,vacation,approved,1
L00936,E0147,2026-08-25,2026-08-25,vacation,approved,1
L00937,E0148,2026-03-03,2026-03-03,vacation,approved,1
L00938,E0148,2026-04-14,2026-04-14,vacation,approved,1
L00939,E0148,2026-05-11,2026-05-11,vacation,approved,1
L00940,E0148,2026-06-17,2026-06-17,vacation,approved,1
L00941,E0148,2026-08-24,2026-08-24,sick,approved,1
L00942,E0149,2026-01-05,2026-01-05,vacation,approved,1
L00943,E0149,2026-02-02,2026-02-02,vacation,approved,1
L00944,E0149,2026-04-15,2026-04-15,vacation,approved,1
L00945,E0149,2026-04-28,2026-04-28,sick,approved,1
L00946,E0149,2026-07-03,2026-07-03,vacation,approved,1
L00947,E0149,2026-08-13,2026-08-13,vacation,approved,1
L00948,E0150,2026-03-18,2026-03-18,vacation,approved,1
L00949,E0150,2026-04-10,2026-04-10,vacation,approved,1
L00950,E0150,2026-05-05,2026-05-05,sick,approved,1
L00951,E0150,2026-05-13,2026-05-13,vacation,approved,1
L00952,E0150,2026-06-09,2026-06-09,vacation,approved,1
L00953,E0150,2026-08-19,2026-08-19,vacation,pending,1
L00954,E0151,2026-01-13,2026-01-13,vacation,approved,1
L00955,E0151,2026-01-14,2026-01-14,vacation,approved,1
L00956,E0151,2026-01-26,2026-01-26,vacation,approved,1
L00957,E0151,2026-03-04,2026-03-04,vacation,approved,1
L00958,E0151,2026-04-22,2026-04-22,sick,approved,1
L00959,E0152,2026-03-11,2026-03-11,vacation,approved,1
L00960,E0152,2026-03-30,2026-03-30,vacation,approved,1
L00961,E0152,2026-06-12,2026-06-12,vacation,approved,1
L00962,E0152,2026-07-13,2026-07-13,vacation,approved,1
L00963,E0152,2026-08-13,2026-08-13,sick,approved,1
L00964,E0152,2026-08-20,2026-08-20,vacation,pending,1
L00965,E0153,2026-01-08,2026-01-08,sick,approved,1
L00966,E0153,2026-02-03,2026-02-03,vacation,approved,1
L00967,E0153,2026-02-25,2026-02-25,vacation,approved,1
L00968,E0154,2026-01-30,2026-01-30,sick,approved,1
L00969,E0154,2026-03-05,2026-03-05,vacation,approved,1
L00970,E0154,2026-04-09,2026-04-09,vacation,approved,1
L00971,E0154,2026-04-22,2026-04-22,vacation,approved,1
L00972,E0154,2026-05-20,2026-05-20,vacation,approved,1
L00973,E0154,2026-07-27,2026-07-27,vacation,approved,1
L00974,E0155,2026-01-06,2026-01-06,vacation,approved,1
L00975,E0155,2026-05-06,2026-05-06,vacation,approved,1
L00976,E0155,2026-07-09,2026-07-09,vacation,approved,1
L00977,E0155,2026-07-22,2026-07-22,sick,approved,1
L00978,E0155,2026-07-29,2026-07-29,vacation,approved,1
L00979,E0155,2026-08-19,2026-08-19,vacation,approved,1
L00980,E0156,2026-02-24,2026-02-24,vacation,approved,1
L00981,E0156,2026-05-13,2026-05-13,vacation,approved,1
L00982,E0156,2026-06-08,2026-06-08,sick,approved,1
L00983,E0156,2026-06-22,2026-06-22,vacation,approved,1
L00984,E0156,2026-07-15,2026-07-15,sick,pending,1
L00985,E0156,2026-07-17,2026-07-17,vacation,pending,1
L00986,E0156,2026-07-21,2026-07-21,vacation,approved,1
L00987,E0156,2026-08-21,2026-08-21,vacation,approved,1
L00988,E0156,2026-08-31,2026-08-31,vacation,approved,1
L00989,E0157,2026-01-07,2026-01-07,vacation,approved,1
L00990,E0157,2026-02-02,2026-02-02,sick,approved,1
L00991,E0157,2026-02-05,2026-02-05,vacation,approved,1
L00992,E0157,2026-04-09,2026-04-09,vacation,approved,1
L00993,E0157,2026-04-29,2026-04-29,vacation,approved,1
L00994,E0157,2026-05-19,2026-05-19,vacation,approved,1
L00995,E0157,2026-08-11,2026-08-11,vacation,pending,1
L00996,E0157,2026-08-17,2026-08-17,sick,approved,1
L00997,E0158,2026-01-27,2026-01-27,vacation,approved,1
L00998,E0158,2026-02-04,2026-02-04,vacation,approved,1
L00999,E0158,2026-02-13,2026-02-13,vacation,approved,1
L01000,E0158,2026-05-18,2026-05-18,sick,approved,1
L01001,E0158,2026-07-17,2026-07-17,vacation,approved,1
L01002,E0159,2026-03-09,2026-03-09,vacation,approved,1
L01003,E0159,2026-04-24,2026-04-24,sick,approved,1
L01004,E0159,2026-06-11,2026-06-11,vacation,approved,1
L01005,E0159,2026-08-04,2026-08-04,vacation,approved,1
L01006,E0160,2026-04-28,2026-04-28,vacation,approved,1
L01007,E0160,2026-07-10,2026-07-10,sick,approved,1
L01008,E0160,2026-08-20,2026-08-20,vacation,approved,1
L01009,E0161,2026-03-05,2026-03-05,vacation,approved,1
L01010,E0161,2026-04-13,2026-04-13,sick,approved,1
L01011,E0161,2026-07-27,2026-07-27,vacation,approved,1
L01012,E0161,2026-07-28,2026-07-28,vacation,approved,1
L01013,E0161,2026-08-31,2026-08-31,vacation,approved,1
L01014,E0162,2026-01-05,2026-01-05,vacation,approved,1
L01015,E0162,2026-01-15,2026-01-15,sick,approved,1
L01016,E0162,2026-03-24,2026-03-24,vacation,approved,1
L01017,E0162,2026-03-26,2026-03-26,vacation,approved,1
L01018,E0162,2026-04-01,2026-04-01,sick,approved,1
L01019,E0162,2026-05-19,2026-05-19,vacation,pending,1
L01020,E0162,2026-06-09,2026-06-09,vacation,approved,1
L01021,E0162,2026-07-17,2026-07-17,vacation,approved,1
L01022,E0162,2026-08-07,2026-08-07,vacation,approved,1
L01023,E0162,2026-08-14,2026-08-14,vacation,approved,1
L01024,E0163,2026-01-02,2026-01-02,vacation,approved,1
L01025,E0163,2026-01-06,2026-01-06,sick,approved,1
L01026,E0163,2026-02-17,2026-02-17,vacation,approved,1
L01027,E0163,2026-02-23,2026-02-23,sick,approved,1
L01028,E0163,2026-03-16,2026-03-16,vacation,approved,1
L01029,E0163,2026-03-30,2026-03-30,vacation,approved,1
L01030,E0163,2026-05-11,2026-05-11,vacation,approved,1
L01031,E0163,2026-07-22,2026-07-22,vacation,approved,1
L01032,E0163,2026-08-17,2026-08-17,vacation,approved,1
L01033,E0164,2026-01-28,2026-01-28,vacation,approved,1
L01034,E0164,2026-02-05,2026-02-05,vacation,approved,1
L01035,E0164,2026-05-05,2026-05-05,sick,approved,1
L01036,E0164,2026-07-20,2026-07-20,vacation,approved,1
L01037,E0165,2026-01-05,2026-01-05,vacation,approved,1
L01038,E0165,2026-01-27,2026-01-27,vacation,approved,1
L01039,E0165,2026-01-30,2026-01-30,vacation,approved,1
L01040,E0165,2026-05-20,2026-05-20,sick,approved,1
L01041,E0165,2026-08-18,2026-08-18,vacation,approved,1
L01042,E0166,2026-02-19,2026-02-19,vacation,approved,1
L01043,E0166,2026-08-11,2026-08-11,sick,pending,1
L01044,E0166,2026-08-14,2026-08-14,vacation,approved,1
L01045,E0167,2026-03-20,2026-03-20,vacation,approved,1
L01046,E0167,2026-04-13,2026-04-13,vacation,approved,1
L01047,E0167,2026-07-06,2026-07-06,vacation,approved,1
L01048,E0167,2026-07-09,2026-07-09,sick,approved,1
L01049,E0167,2026-08-06,2026-08-06,vacation,approved,1
L01050,E0168,2026-01-02,2026-01-02,vacation,approved,1
L01051,E0168,2026-01-16,2026-01-16,vacation,approved,1
L01052,E0168,2026-02-17,2026-02-17,vacation,approved,1
L01053,E0168,2026-02-20,2026-02-20,vacation,approved,1
L01054,E0168,2026-03-16,2026-03-16,vacation,approved,1
L01055,E0168,2026-03-19,2026-03-19,vacation,approved,1
L01056,E0168,2026-06-01,2026-06-01,sick,approved,1
L01057,E0169,2026-01-07,2026-01-07,sick,approved,1
L01058,E0169,2026-01-29,2026-01-29,vacation,approved,1
L01059,E0169,2026-02-18,2026-02-18,sick,approved,1
L01060,E0169,2026-03-13,2026-03-13,vacation,pending,1
L01061,E0169,2026-03-31,2026-03-31,vacation,approved,1
L01062,E0169,2026-05-06,2026-05-06,vacation,approved,1
L01063,E0169,2026-06-22,2026-06-22,vacation,approved,1
L01064,E0169,2026-07-14,2026-07-14,vacation,approved,1
L01065,E0169,2026-07-30,2026-07-30,vacation,approved,1
L01066,E0169,2026-08-27,2026-08-27,vacation,approved,1
L01067,E0170,2026-01-28,2026-01-28,vacation,approved,1
L01068,E0170,2026-01-30,2026-01-30,vacation,pending,1
L01069,E0170,2026-05-20,2026-05-20,vacation,approved,1
L01070,E0170,2026-07-13,2026-07-13,sick,approved,1
L01071,E0170,2026-08-03,2026-08-03,vacation,approved,1
L01072,E0170,2026-08-07,2026-08-07,vacation,approved,1
L01073,E0171,2026-01-05,2026-01-05,sick,approved,1
L01074,E0171,2026-02-18,2026-02-18,vacation,approved,1
L01075,E0171,2026-05-13,2026-05-13,vacation,approved,1
L01076,E0171,2026-07-10,2026-07-10,vacation,approved,1
L01077,E0171,2026-08-10,2026-08-10,vacation,approved,1
L01078,E0172,2026-01-20,2026-01-20,vacation,approved,1
L01079,E0172,2026-02-02,2026-02-02,sick,approved,1
L01080,E0172,2026-02-16,2026-02-16,vacation,approved,1
L01081,E0172,2026-05-07,2026-05-07,vacation,approved,1
L01082,E0172,2026-06-03,2026-06-03,vacation,pending,1
L01083,E0172,2026-08-14,2026-08-14,vacation,approved,1
L01084,E0173,2026-01-29,2026-01-29,vacation,approved,1
L01085,E0173,2026-03-20,2026-03-20,vacation,approved,1
L01086,E0173,2026-04-22,2026-04-22,vacation,approved,1
L01087,E0173,2026-06-01,2026-06-01,sick,pending,1
L01088,E0173,2026-06-16,2026-06-16,vacation,approved,1
L01089,E0173,2026-08-03,2026-08-03,vacation,approved,1
L01090,E0173,2026-08-24,2026-08-24,vacation,approved,1
L01091,E0174,2026-02-25,2026-02-25,vacation,approved,1
L01092,E0174,2026-03-03,2026-03-03,vacation,approved,1
L01093,E0174,2026-03-05,2026-03-05,sick,approved,1
L01094,E0174,2026-03-31,2026-03-31,vacation,pending,1
L01095,E0174,2026-05-04,2026-05-04,vacation,pending,1
L01096,E0174,2026-06-05,2026-06-05,sick,approved,1
L01097,E0174,2026-06-16,2026-06-16,vacation,approved,1
L01098,E0174,2026-08-17,2026-08-17,vacation,approved,1
L01099,E0175,2026-01-12,2026-01-12,sick,approved,1
L01100,E0175,2026-01-13,2026-01-13,vacation,approved,1
L01101,E0175,2026-03-26,2026-03-26,vacation,pending,1
L01102,E0175,2026-05-07,2026-05-07,vacation,approved,1
L01103,E0175,2026-07-28,2026-07-28,vacation,approved,1
L01104,E0176,2026-02-03,2026-02-03,vacation,approved,1
L01105,E0176,2026-04-30,2026-04-30,vacation,approved,1
L01106,E0176,2026-07-07,2026-07-07,vacation,approved,1
L01107,E0176,2026-07-15,2026-07-15,vacation,approved,1
L01108,E0176,2026-07-16,2026-07-16,vacation,approved,1
L01109,E0176,2026-08-07,2026-08-07,vacation,approved,1
L01110,E0176,2026-08-28,2026-08-28,sick,approved,1
L01111,E0176,2026-08-31,2026-08-31,sick,approved,1
L01112,E0177,2026-02-12,2026-02-12,vacation,approved,1
L01113,E0177,2026-03-11,2026-03-11,vacation,approved,1
L01114,E0177,2026-04-30,2026-04-30,vacation,pending,1
L01115,E0177,2026-06-17,2026-06-17,sick,approved,1
L01116,E0177,2026-07-02,2026-07-02,vacation,approved,1
L01117,E0177,2026-07-17,2026-07-17,sick,pending,1
L01118,E0177,2026-08-03,2026-08-03,vacation,approved,1
L01119,E0177,2026-08-07,2026-08-07,vacation,approved,1
L01120,E0177,2026-08-21,2026-08-21,vacation,approved,1
L01121,E0177,2026-08-31,2026-08-31,vacation,approved,1
L01122,E0178,2026-01-14,2026-01-14,vacation,approved,1
L01123,E0178,2026-01-28,2026-01-28,vacation,approved,1
L01124,E0178,2026-05-12,2026-05-12,sick,pending,1
L01125,E0178,2026-06-30,2026-06-30,vacation,approved,1
L01126,E0178,2026-08-25,2026-08-25,vacation,approved,1
L01127,E0179,2026-03-03,2026-03-03,vacation,approved,1
L01128,E0179,2026-07-08,2026-07-08,vacation,approved,1
L01129,E0179,2026-07-28,2026-07-28,sick,pending,1
L01130,E0180,2026-01-16,2026-01-16,vacation,approved,1
L01131,E0180,2026-03-30,2026-03-30,vacation,approved,1
L01132,E0180,2026-06-23,2026-06-23,vacation,approved,1
L01133,E0180,2026-07-02,2026-07-02,vacation,pending,1
L01134,E0180,2026-07-07,2026-07-07,vacation,approved,1
L01135,E0180,2026-07-14,2026-07-14,sick,approved,1
L01136,E0180,2026-07-31,2026-07-31,vacation,approved,1
L01137,E0180,2026-08-20,2026-08-20,sick,approved,1
L01138,E0181,2026-01-19,2026-01-19,vacation,approved,1
L01139,E0181,2026-04-21,2026-04-21,vacation,pending,1
L01140,E0181,2026-05-06,2026-05-06,sick,approved,1
L01141,E0182,2026-01-08,2026-01-08,sick,approved,1
L01142,E0182,2026-03-26,2026-03-26,vacation,approved,1
L01143,E0182,2026-05-19,2026-05-19,vacation,approved,1
L01144,E0182,2026-06-05,2026-06-05,vacation,approved,1
L01145,E0182,2026-08-13,2026-08-13,vacation,approved,1
L01146,E0183,2026-01-19,2026-01-19,sick,approved,1
L01147,E0183,2026-02-02,2026-02-02,vacation,approved,1
L01148,E0183,2026-02-06,2026-02-06,vacation,approved,1
L01149,E0183,2026-03-11,2026-03-11,vacation,approved,1
L01150,E0183,2026-06-03,2026-06-03,vacation,pending,1
L01151,E0183,2026-07-02,2026-07-02,vacation,approved,1
L01152,E0183,2026-07-29,2026-07-29,vacation,approved,1
L01153,E0183,2026-07-30,2026-07-30,vacation,approved,1
L01154,E0183,2026-08-06,2026-08-06,sick,approved,1
L01155,E0183,2026-08-20,2026-08-20,vacation,approved,1
L01156,E0184,2026-03-04,2026-03-04,sick,approved,1
L01157,E0184,2026-05-18,2026-05-18,vacation,approved,1
L01158,E0184,2026-06-03,2026-06-03,sick,approved,1
L01159,E0184,2026-06-08,2026-06-08,vacation,approved,1
L01160,E0184,2026-06-18,2026-06-18,vacation,approved,1
L01161,E0184,2026-06-24,2026-06-24,vacation,approved,1
L01162,E0184,2026-06-29,2026-06-29,vacation,approved,1
L01163,E0184,2026-07-07,2026-07-07,vacation,pending,1
L01164,E0184,2026-07-13,2026-07-13,vacation,approved,1
L01165,E0185,2026-01-16,2026-01-16,vacation,approved,1
L01166,E0185,2026-02-10,2026-02-10,sick,approved,1
L01167,E0185,2026-02-19,2026-02-19,vacation,approved,1
L01168,E0185,2026-02-25,2026-02-25,vacation,approved,1
L01169,E0185,2026-06-16,2026-06-16,sick,approved,1
L01170,E0185,2026-06-25,2026-06-25,vacation,approved,1
L01171,E0185,2026-07-23,2026-07-23,vacation,approved,1
L01172,E0185,2026-07-30,2026-07-30,vacation,approved,1
L01173,E0185,2026-08-31,2026-08-31,vacation,approved,1
L01174,E0186,2026-03-24,2026-03-24,vacation,approved,1
L01175,E0186,2026-04-15,2026-04-15,vacation,approved,1
L01176,E0186,2026-06-24,2026-06-24,sick,approved,1
L01177,E0186,2026-08-27,2026-08-27,vacation,approved,1
L01178,E0187,2026-03-19,2026-03-19,vacation,approved,1
L01179,E0187,2026-03-23,2026-03-23,sick,approved,1
L01180,E0187,2026-03-25,2026-03-25,vacation,approved,1
L01181,E0187,2026-03-30,2026-03-30,vacation,approved,1
L01182,E0187,2026-06-12,2026-06-12,vacation,approved,1
L01183,E0187,2026-06-25,2026-06-25,vacation,pending,1
L01184,E0187,2026-08-28,2026-08-28,vacation,approved,1
L01185,E0188,2026-01-07,2026-01-07,vacation,approved,1
L01186,E0188,2026-01-09,2026-01-09,vacation,approved,1
L01187,E0188,2026-02-27,2026-02-27,sick,approved,1
L01188,E0188,2026-04-23,2026-04-23,vacation,approved,1
L01189,E0188,2026-05-08,2026-05-08,sick,approved,1
L01190,E0188,2026-05-22,2026-05-22,vacation,approved,1
L01191,E0188,2026-06-12,2026-06-12,vacation,approved,1
L01192,E0188,2026-06-22,2026-06-22,vacation,pending,1
L01193,E0188,2026-08-24,2026-08-24,vacation,pending,1
L01194,E0188,2026-08-27,2026-08-27,vacation,approved,1
L01195,E0189,2026-02-02,2026-02-02,vacation,approved,1
L01196,E0189,2026-04-23,2026-04-23,vacation,pending,1
L01197,E0189,2026-06-24,2026-06-24,sick,approved,1
L01198,E0190,2026-02-09,2026-02-09,vacation,approved,1
L01199,E0190,2026-04-10,2026-04-10,sick,approved,1
L01200,E0190,2026-05-12,2026-05-12,sick,approved,1
L01201,E0190,2026-06-08,2026-06-08,vacation,approved,1
L01202,E0190,2026-06-09,2026-06-09,vacation,approved,1
L01203,E0190,2026-06-19,2026-06-19,vacation,approved,1
L01204,E0190,2026-06-26,2026-06-26,vacation,approved,1
L01205,E0190,2026-08-17,2026-08-17,vacation,approved,1
L01206,E0191,2026-02-27,2026-02-27,vacation,approved,1
L01207,E0191,2026-04-15,2026-04-15,sick,approved,1
L01208,E0191,2026-04-30,2026-04-30,vacation,approved,1
L01209,E0191,2026-07-07,2026-07-07,vacation,pending,1
L01210,E0191,2026-08-13,2026-08-13,vacation,approved,1
L01211,E0192,2026-01-08,2026-01-08,vacation,pending,1
L01212,E0192,2026-04-10,2026-04-10,vacation,approved,1
L01213,E0192,2026-06-15,2026-06-15,sick,approved,1
L01214,E0192,2026-07-06,2026-07-06,vacation,approved,1
L01215,E0192,2026-07-16,2026-07-16,vacation,approved,1
L01216,E0192,2026-08-11,2026-08-11,vacation,approved,1
L01217,E0192,2026-08-14,2026-08-14,vacation,pending,1
L01218,E0193,2026-01-06,2026-01-06,vacation,approved,1
L01219,E0193,2026-03-04,2026-03-04,vacation,approved,1
L01220,E0193,2026-03-17,2026-03-17,sick,approved,1
L01221,E0193,2026-03-23,2026-03-23,sick,approved,1
L01222,E0193,2026-03-26,2026-03-26,vacation,approved,1
L01223,E0193,2026-03-31,2026-03-31,vacation,approved,1
L01224,E0193,2026-05-04,2026-05-04,vacation,approved,1
L01225,E0193,2026-07-02,2026-07-02,vacation,approved,1
L01226,E0193,2026-08-14,2026-08-14,vacation,approved,1
L01227,E0194,2026-01-27,2026-01-27,vacation,approved,1
L01228,E0194,2026-04-15,2026-04-15,sick,approved,1
L01229,E0194,2026-07-07,2026-07-07,vacation,approved,1
L01230,E0195,2026-03-31,2026-03-31,sick,approved,1
L01231,E0195,2026-05-26,2026-05-26,vacation,approved,1
L01232,E0195,2026-06-11,2026-06-11,vacation,approved,1
L01233,E0195,2026-07-16,2026-07-16,vacation,approved,1
L01234,E0195,2026-08-12,2026-08-12,vacation,approved,1
L01235,E0196,2026-04-27,2026-04-27,sick,approved,1
L01236,E0196,2026-06-12,2026-06-12,vacation,approved,1
L01237,E0196,2026-07-31,2026-07-31,vacation,approved,1
L01238,E0197,2026-01-07,2026-01-07,vacation,approved,1
L01239,E0197,2026-02-16,2026-02-16,vacation,approved,1
L01240,E0197,2026-05-05,2026-05-05,sick,pending,1
L01241,E0197,2026-07-01,2026-07-01,vacation,approved,1
L01242,E0197,2026-08-27,2026-08-27,vacation,approved,1
L01243,E0198,2026-02-04,2026-02-04,vacation,approved,1
L01244,E0198,2026-02-05,2026-02-05,sick,approved,1
L01245,E0198,2026-03-12,2026-03-12,vacation,approved,1
L01246,E0198,2026-04-22,2026-04-22,vacation,approved,1
L01247,E0198,2026-06-02,2026-06-02,vacation,approved,1
L01248,E0198,2026-06-16,2026-06-16,vacation,pending,1
L01249,E0199,2026-01-02,2026-01-02,vacation,approved,1
L01250,E0199,2026-04-02,2026-04-02,vacation,approved,1
L01251,E0199,2026-05-12,2026-05-12,vacation,approved,1
L01252,E0199,2026-06-04,2026-06-04,sick,approved,1
L01253,E0200,2026-02-24,2026-02-24,vacation,approved,1
L01254,E0200,2026-03-03,2026-03-03,vacation,approved,1
L01255,E0200,2026-04-09,2026-04-09,vacation,approved,1
L01256,E0200,2026-05-08,2026-05-08,vacation,approved,1
L01257,E0200,2026-08-27,2026-08-27,sick,approved,1
L01258,E0201,2026-02-26,2026-02-26,vacation,approved,1
L01259,E0201,2026-03-26,2026-03-26,vacation,approved,1
L01260,E0201,2026-04-15,2026-04-15,sick,approved,1
L01261,E0201,2026-07-27,2026-07-27,vacation,approved,1
L01262,E0202,2026-01-22,2026-01-22,vacation,approved,1
L01263,E0202,2026-04-10,2026-04-10,vacation,approved,1
L01264,E0202,2026-05-20,2026-05-20,vacation,approved,1
L01265,E0202,2026-06-24,2026-06-24,vacation,approved,1
L01266,E0202,2026-06-29,2026-06-29,sick,approved,1
L01267,E0202,2026-07-08,2026-07-08,vacation,approved,1
L01268,E0202,2026-07-20,2026-07-20,vacation,approved,1
L01269,E0203,2026-02-05,2026-02-05,vacation,pending,1
L01270,E0203,2026-02-09,2026-02-09,vacation,approved,1
L01271,E0203,2026-03-17,2026-03-17,vacation,approved,1
L01272,E0203,2026-07-13,2026-07-13,sick,approved,1
L01273,E0204,2026-01-06,2026-01-06,vacation,approved,1
L01274,E0204,2026-03-17,2026-03-17,vacation,pending,1
L01275,E0204,2026-04-02,2026-04-02,vacation,approved,1
L01276,E0204,2026-04-09,2026-04-09,vacation,approved,1
L01277,E0204,2026-04-27,2026-04-27,sick,approved,1
L01278,E0204,2026-04-29,2026-04-29,vacation,approved,1
L01279,E0204,2026-06-17,2026-06-17,sick,approved,1
L01280,E0204,2026-08-06,2026-08-06,vacation,approved,1
L01281,E0205,2026-01-08,2026-01-08,vacation,approved,1
L01282,E0205,2026-02-09,2026-02-09,vacation,approved,1
L01283,E0205,2026-05-08,2026-05-08,vacation,approved,1
L01284,E0205,2026-05-29,2026-05-29,vacation,approved,1
L01285,E0205,2026-06-22,2026-06-22,vacation,approved,1
L01286,E0205,2026-07-06,2026-07-06,sick,approved,1
L01287,E0205,2026-07-23,2026-07-23,vacation,approved,1
L01288,E0206,2026-01-21,2026-01-21,vacation,approved,1
L01289,E0206,2026-02-26,2026-02-26,sick,pending,1
L01290,E0206,2026-05-11,2026-05-11,vacation,approved,1
L01291,E0206,2026-06-25,2026-06-25,vacation,approved,1
L01292,E0207,2026-02-13,2026-02-13,vacation,approved,1
L01293,E0207,2026-05-06,2026-05-06,vacation,approved,1
L01294,E0207,2026-06-24,2026-06-24,sick,approved,1
L01295,E0207,2026-07-17,2026-07-17,vacation,approved,1
L01296,E0207,2026-08-07,2026-08-07,vacation,approved,1
L01297,E0207,2026-08-20,2026-08-20,vacation,approved,1
L01298,E0208,2026-01-07,2026-01-07,vacation,approved,1
L01299,E0208,2026-03-09,2026-03-09,vacation,pending,1
L01300,E0208,2026-03-23,2026-03-23,vacation,approved,1
L01301,E0208,2026-04-24,2026-04-24,vacation,approved,1
L01302,E0208,2026-06-26,2026-06-26,vacation,approved,1
L01303,E0208,2026-07-29,2026-07-29,sick,approved,1
L01304,E0209,2026-02-23,2026-02-23,sick,approved,1
L01305,E0209,2026-02-27,2026-02-27,vacation,approved,1
L01306,E0209,2026-05-18,2026-05-18,vacation,approved,1
L01307,E0209,2026-05-28,2026-05-28,vacation,approved,1
L01308,E0209,2026-06-03,2026-06-03,vacation,pending,1
L01309,E0209,2026-06-25,2026-06-25,vacation,approved,1
L01310,E0209,2026-07-02,2026-07-02,vacation,pending,1
L01311,E0210,2026-03-18,2026-03-18,vacation,approved,1
L01312,E0210,2026-04-02,2026-04-02,sick,pending,1
L01313,E0210,2026-04-27,2026-04-27,vacation,approved,1
L01314,E0210,2026-06-04,2026-06-04,vacation,approved,1
L01315,E0210,2026-07-31,2026-07-31,vacation,approved,1
L01316,E0210,2026-08-04,2026-08-04,vacation,approved,1
L01317,E0211,2026-01-12,2026-01-12,vacation,approved,1
L01318,E0211,2026-02-27,2026-02-27,vacation,approved,1
L01319,E0211,2026-06-23,2026-06-23,vacation,approved,1
L01320,E0211,2026-06-26,2026-06-26,sick,approved,1
L01321,E0211,2026-07-16,2026-07-16,vacation,approved,1
L01322,E0211,2026-08-31,2026-08-31,vacation,approved,1
L01323,E0212,2026-01-08,2026-01-08,vacation,approved,1
L01324,E0212,2026-01-09,2026-01-09,sick,pending,1
L01325,E0212,2026-01-21,2026-01-21,sick,approved,1
L01326,E0212,2026-02-10,2026-02-10,vacation,approved,1
L01327,E0212,2026-04-23,2026-04-23,vacation,approved,1
L01328,E0212,2026-06-09,2026-06-09,vacation,approved,1
L01329,E0212,2026-06-26,2026-06-26,vacation,approved,1
L01330,E0212,2026-08-04,2026-08-04,vacation,pending,1
L01331,E0213,2026-01-02,2026-01-02,sick,approved,1
L01332,E0213,2026-02-04,2026-02-04,vacation,approved,1
L01333,E0213,2026-05-12,2026-05-12,vacation,approved,1
L01334,E0213,2026-08-27,2026-08-27,vacation,pending,1
L01335,E0214,2026-03-10,2026-03-10,sick,pending,1
L01336,E0214,2026-04-17,2026-04-17,vacation,approved,1
L01337,E0214,2026-06-24,2026-06-24,vacation,approved,1
L01338,E0215,2026-02-03,2026-02-03,vacation,pending,1
L01339,E0215,2026-02-10,2026-02-10,vacation,approved,1
L01340,E0215,2026-02-27,2026-02-27,sick,approved,1
L01341,E0215,2026-03-17,2026-03-17,vacation,approved,1
L01342,E0215,2026-03-25,2026-03-25,vacation,pending,1
L01343,E0215,2026-06-05,2026-06-05,vacation,approved,1
L01344,E0215,2026-06-11,2026-06-11,vacation,approved,1
L01345,E0215,2026-07-10,2026-07-10,sick,approved,1
L01346,E0215,2026-08-12,2026-08-12,vacation,pending,1
L01347,E0215,2026-08-27,2026-08-27,vacation,approved,1
L01348,E0216,2026-01-19,2026-01-19,vacation,approved,1
L01349,E0216,2026-01-20,2026-01-20,sick,pending,1
L01350,E0216,2026-03-12,2026-03-12,vacation,approved,1
L01351,E0216,2026-04-30,2026-04-30,vacation,approved,1
L01352,E0216,2026-06-18,2026-06-18,vacation,approved,1
L01353,E0216,2026-07-09,2026-07-09,vacation,approved,1
L01354,E0216,2026-08-11,2026-08-11,vacation,approved,1
L01355,E0217,2026-01-08,2026-01-08,vacation,approved,1
L01356,E0217,2026-01-09,2026-01-09,vacation,approved,1
L01357,E0217,2026-03-10,2026-03-10,vacation,approved,1
L01358,E0217,2026-03-26,2026-03-26,sick,approved,1
L01359,E0217,2026-03-30,2026-03-30,vacation,pending,1
